address,city,state,zip,asking_price,beds,baths,sqft,hoa_monthly,property_type,mls_id,listing_url,market_area,source_zips
770 Siena Palm Dr #206,Celebration,FL,34747,244999,1,1,792,582,townhouse,S5151449,https://www.redfin.com/FL/Celebration/770-Siena-Palm-Dr-34747/unit-206/home/46490977,celebration,34747|21804-city
714 Siena Palm Dr #104,Celebration,FL,34747,279000,1,1,1057,618,townhouse,S5153422,https://www.redfin.com/FL/Celebration/714-Siena-Palm-Dr-34747/unit-104/home/46490986,celebration,34747|21804-city
730 Siena Palm Dr #104,Celebration,FL,34747,279900,1,1,1057,642,townhouse,O6425341,https://www.redfin.com/FL/Celebration/730-Siena-Palm-Dr-34747/unit-104/home/46490838,celebration,34747|21804-city
720 Celebration Ave #235,Celebration,FL,34747,299000,2,2.5,1360,1629,townhouse,S5154465,https://www.redfin.com/FL/Celebration/720-Celebration-Ave-34747/unit-235/for-sale/46485916,celebration,34747|21804-city
709 Bloom St #160,Celebration,FL,34747,300000,1,1,640,527,townhouse,S5148910,https://www.redfin.com/FL/Celebration/709-Bloom-St-34747/unit-160/home/46487016,celebration,21804-city
600 Market St #230,Celebration,FL,34747,305000,1,1,640,372,townhouse,TB8530413,https://www.redfin.com/FL/Celebration/600-Market-St-34747/unit-230/for-sale/46483940,celebration,34747|21804-city
760 Siena Palm Dr #204,Celebration,FL,34747,315000,2,1,1390,676,townhouse,O6378364,https://www.redfin.com/FL/Celebration/760-Siena-Palm-Dr-34747/unit-204/home/46490957,celebration,21804-city
949 Westpark Dr #106,Celebration,FL,34747,319900,2,2,1128,736,townhouse,S5151639,https://www.redfin.com/FL/Celebration/949-Westpark-Dr-34747/unit-106/home/46579859,celebration,34747|21804-city
705 Centervale Dr,Celebration,FL,34747,330000,3,2,1371,623,condo,O6425893,https://www.redfin.com/FL/Celebration/705-Centervale-Dr-34747/for-sale/46490807,celebration,34747|21804-city
193 Longview Ave #103,Celebration,FL,34747,334900,2,2,1122,587,townhouse,S5152003,https://www.redfin.com/FL/Celebration/193-Longview-Ave-34747/unit-103/home/46490599,celebration,34747|21804-city
1410 Celebration Ave #102,Celebration,FL,34747,339000,2,2,1210,1384,townhouse,S5144873,https://www.redfin.com/FL/Celebration/1410-Celebration-Ave-34747/unit-102/home/46490758,celebration,21804-city
714 Siena Palm Dr #201,Celebration,FL,34747,345000,2,2,1597,727,townhouse,S5152447,https://www.redfin.com/FL/Celebration/714-Siena-Palm-Dr-34747/unit-201/home/46490990,celebration,34747|21804-city
1400 Celebration Ave #102,Celebration,FL,34747,349000,2,2,1210,934,townhouse,O6294067,https://www.redfin.com/FL/Celebration/1400-Celebration-Ave-34747/unit-102/home/46504486,celebration,21804-city
529 Water St #529,Celebration,FL,34747,359000,1,1,830,403,townhouse,O6423362,https://www.redfin.com/FL/Celebration/529-Water-St-34747/unit-529/home/105709480,celebration,34747|21804-city
660 Celebration Ave #240,Celebration,FL,34747,379000,2,2.5,1360,948,townhouse,O6425163,https://www.redfin.com/FL/Celebration/660-Celebration-Ave-34747/unit-240/for-sale/46483949,celebration,34747|21804-city
760 Siena Palm Dr #205,Celebration,FL,34747,385000,3,2,1544,119,townhouse,S5150899,https://www.redfin.com/FL/Celebration/760-Siena-Palm-Dr-34747/unit-205/home/46490947,celebration,21804-city
1211 Stonecutter Dr #403,Celebration,FL,34747,399000,3,2.5,1603,1085,townhouse,O6428677,https://www.redfin.com/FL/Celebration/1211-Stonecutter-Dr-34747/unit-403/home/46497162,celebration,34747|21804-city
909 Waterside Ln #205,Celebration,FL,34747,429444,2,2,1407,736,townhouse,S5153048,https://www.redfin.com/FL/Celebration/909-Waterside-Ln-34747/unit-205/home/46579921,celebration,34747|21804-city
460 Water St #460,Kissimmee,FL,34747,439000,3,2,1476,842,townhouse,S5146519,https://www.redfin.com/FL/Kissimmee/460-Water-St-34747/unit-460/home/145380678,celebration,21804-city
267 Goldenrain Dr,Celebration,FL,34747,439000,4,2.5,2091,866,condo,S5129925,https://www.redfin.com/FL/Celebration/267-Goldenrain-Dr-34747/home/46490341,celebration,21804-city
1231 Wright Cir #308,Celebration,FL,34747,449000,3,2.5,1736,1096,townhouse,S5147567,https://www.redfin.com/FL/Celebration/1231-Wright-Cir-34747/unit-308/home/46504479,celebration,21804-city
1037 Old Blush Rd,Celebration,FL,34747,450000,2,2.5,1440,553,condo,S5154045,https://www.redfin.com/FL/Celebration/1037-Old-Blush-Rd-34747/home/46575718,celebration,34747|21804-city
310 Grand Magnolia Ave #310,Kissimmee,FL,34747,460000,4,2.5,2100,927,townhouse,O6427548,https://www.redfin.com/FL/Kissimmee/310-Grand-Magnolia-Ave-34747/unit-310/home/203264395,celebration,34747|21804-city
1007 Celebration Ave #201,Celebration,FL,34747,465000,3,2,1560,736,townhouse,S5143434,https://www.redfin.com/FL/Celebration/1007-Celebration-Ave-34747/unit-201/home/46579893,celebration,21804-city
1007 Siena Park Blvd E,Celebration,FL,34747,469000,3,2,1465,958,condo,O6363346,https://www.redfin.com/FL/Celebration/1007-Siena-Park-Blvd-E-34747/home/46491030,celebration,21804-city
855 Blue Sage St #102,Celebration,FL,34747,475000,3,2,1430,1027,townhouse,O6429134,https://www.redfin.com/FL/Celebration/855-Blue-Sage-St-34747/unit-102/home/46487095,celebration,34747|21804-city
1231 Wright Cir #108,Celebration,FL,34747,499000,4,2,1834,1080,townhouse,S5125656,https://www.redfin.com/FL/Celebration/1231-Wright-Cir-34747/unit-108/home/46504475,celebration,21804-city
,Kissimmee,FL,34747,510000,3,2,1640,405,townhouse,O6379426,https://www.redfin.com/FL/Kissimmee/Undisclosed-address-34747/home/54619768,celebration,21804-city
501 Mirasol Cir #313,Celebration,FL,34747,515000,2,2,1488,815,townhouse,O6431284,https://www.redfin.com/FL/Celebration/501-Mirasol-Cir-34747/unit-313/home/46492740,celebration,34747|21804-city
1426 Resolute St,Celebration,FL,34747,519000,2,2.5,1655,464,condo,O6422625,https://www.redfin.com/FL/Celebration/1426-Resolute-St-34747/home/87198550,celebration,34747|21804-city
1526 Resolute St,Celebration,FL,34747,545000,3,2.5,1655,464,condo,O6422712,https://www.redfin.com/FL/Celebration/1526-Resolute-St-34747/home/54544543,celebration,34747|21804-city
1400 Celebration Ave #105,Celebration,FL,34747,545900,4,2.5,2002,1774,townhouse,S5155354,https://www.redfin.com/FL/Celebration/1400-Celebration-Ave-34747/unit-105/home/46504505,celebration,34747|21804-city
1004 Waterside Dr,Celebration,FL,34747,550000,3,2,1640,,townhouse,24399426,https://www.redfin.com/FL/Celebration/1004-Waterside-Dr-34747/home/46490785,celebration,21804-city
105 Grace Ave,Celebration,FL,34747,635000,3,2.5,1636,148,single_family,S5146697,https://www.redfin.com/FL/Celebration/105-Grace-Ave-34747/home/46522843,celebration,21804-city
167 Longview Ave,Celebration,FL,34747,695000,3,2,1456,126,single_family,S5154578,https://www.redfin.com/FL/Celebration/167-Longview-Ave-34747/for-sale/46522239,celebration,34747|21804-city
1134 Celebration Ave,Celebration,FL,34747,695000,2,2.5,1702,464,condo,O6426421,https://www.redfin.com/FL/Celebration/1134-Celebration-Ave-34747/home/46575312,celebration,34747|21804-city
920 Pawstand Rd,Celebration,FL,34747,745000,3,2,1416,148,single_family,S5153590,https://www.redfin.com/FL/Celebration/920-Pawstand-Rd-34747/for-sale/46572548,celebration,34747|21804-city
1017 Old Blush Rd,Celebration,FL,34747,749000,3,2.5,1932,148,single_family,O6424077,https://www.redfin.com/FL/Celebration/1017-Old-Blush-Rd-34747/for-sale/46575634,celebration,34747|21804-city
206 Norfolk Pl,Celebration,FL,34747,749000,3,2.5,2077,148,single_family,O6403274,https://www.redfin.com/FL/Celebration/206-Norfolk-Pl-34747/home/46522188,celebration,21804-city
159 Longview Ave,Celebration,FL,34747,749000,3,2,2024,148,single_family,O6389249,https://www.redfin.com/FL/Celebration/159-Longview-Ave-34747/home/46522235,celebration,21804-city
1102 Banks Rose Ct,Celebration,FL,34747,772927,3,2.5,1656,137,single_family,O6394655,https://www.redfin.com/FL/Celebration/1102-Banks-Rose-Ct-34747/home/46572494,celebration,21804-city
1024 Banks Rose St,Celebration,FL,34747,779000,3,2.5,1987,148,single_family,S5151907,https://www.redfin.com/FL/Celebration/1024-Banks-Rose-St-34747/home/46572507,celebration,34747|21804-city
641 Mulberry Ave,Celebration,FL,34747,849000,3,2.5,2158,550,condo,O6421247,https://www.redfin.com/FL/Celebration/641-Mulberry-Ave-34747/home/46522769,celebration,34747|21804-city
1103 Banks Rose Ct,Celebration,FL,34747,849999,3,2.5,2077,148,single_family,S5154546,https://www.redfin.com/FL/Celebration/1103-Banks-Rose-Ct-34747/for-sale/46572484,celebration,34747|21804-city
1010 Periwinkle Ct,Celebration,FL,34747,855000,4,3.5,1980,217,single_family,S5154513,https://www.redfin.com/FL/Celebration/1010-Periwinkle-Ct-34747/for-sale/46572403,celebration,34747|21804-city
600 Canne Pl,Celebration,FL,34747,895000,4,2.5,2305,149,single_family,S5153914,https://www.redfin.com/FL/Celebration/600-Canne-Pl-34747/for-sale/46522584,celebration,34747|21804-city
839 Lake Evalyn Dr,Celebration,FL,34747,919000,5,3,2197,148,single_family,O6364150,https://www.redfin.com/FL/Celebration/839-Lake-Evalyn-Dr-34747/home/46522345,celebration,21804-city
185 Longview Ave,Celebration,FL,34747,940000,4,3.5,2035,151,single_family,TB8526544,https://www.redfin.com/FL/Celebration/185-Longview-Ave-34747/home/46522245,celebration,34747|21804-city
1102 Goldenaster Ct,Celebration,FL,34747,945000,4,3.5,2064,148,single_family,O6421832,https://www.redfin.com/FL/Celebration/1102-Golden-Aster-Ct-34747/home/46579728,celebration,34747|21804-city
1569 Resolute St,Celebration,FL,34747,945000,3,2.5,2585,294,single_family,O6415700,https://www.redfin.com/FL/Celebration/1569-Resolute-St-34747/home/144247220,celebration,34747|21804-city
331 Celebration Blvd,Celebration,FL,34747,949000,4,3.5,3042,619,condo,O6418076,https://www.redfin.com/FL/Celebration/331-Celebration-Blvd-34747/home/46571694,celebration,34747|21804-city
1013 Maiden Ter,Celebration,FL,34747,960000,5,3,2800,137,single_family,O6406995,https://www.redfin.com/FL/Celebration/1013-Maiden-Ter-34747/for-sale/46572442,celebration,21804-city
1206 Celebration Ave,Celebration,FL,34747,979000,4,3.5,2801,656,condo,S5152922,https://www.redfin.com/FL/Celebration/1206-Celebration-Ave-34747/home/46577400,celebration,34747|21804-city
2511 Celebration Blvd,Kissimmee,FL,34747,987990,4,2.5,2863,148,single_family,O6385966,https://www.redfin.com/FL/Kissimmee/2511-Celebration-Blvd-34747/home/200795501,celebration,21804-city
7565 Estuary Lake Loop,Celebration,FL,34747,1049000,4,2.5,2765,148,single_family,S5152955,https://www.redfin.com/FL/Celebration/7565-Estuary-Lake-Loop-34747/home/177673300,celebration,34747
1101 Banks Rose Ct,Celebration,FL,34747,1150000,6,3.5,2915,167,single_family,S5137208,https://www.redfin.com/FL/Celebration/1101-Banks-Rose-Ct-34747/home/46572485,celebration,21804-city
712 Teal Ave,Celebration,FL,34747,1217500,4,2.5,2800,149,single_family,2147915,https://www.redfin.com/FL/Celebration/712-Teal-Ave-34747/home/46522519,celebration,21804-city
205 N Village St,Celebration,FL,34747,1230000,5,4.5,3418,148,single_family,O6429527,https://www.redfin.com/FL/Celebration/205-N-Village-St-34747/for-sale/46522675,celebration,34747|21804-city
934 Westpark Dr,Celebration,FL,34747,1350000,4,3.5,3007,143,single_family,S5129604,https://www.redfin.com/FL/Celebration/934-Westpark-Dr-34747/home/46522608,celebration,21804-city
828 Morning Glory Ln,Celebration,FL,34747,1365000,5,4,2850,148,single_family,S5154730,https://www.redfin.com/FL/Celebration/828-Morning-Glory-Ln-34747/for-sale/46579794,celebration,34747|21804-city
1110 Rush Ct,Celebration,FL,34747,1390000,6,4,3778,119,single_family,O6394888,https://www.redfin.com/FL/Celebration/1110-Rush-Ct-34747/home/46572368,celebration,21804-city
311 Reeves St,Celebration,FL,34747,1399000,5,3.5,3668,148,single_family,TB8522900,https://www.redfin.com/FL/Celebration/311-Reeves-St-34747/home/46522225,celebration,34747|21804-city
816 Runner Oak St,Celebration,FL,34747,1424555,4,3.5,2945,148,single_family,O6415708,https://www.redfin.com/FL/Celebration/816-Runner-Oak-St-34747/home/46576011,celebration,34747|21804-city
930 Croton Rd,Celebration,FL,34747,1475000,5,4.5,3600,148,single_family,O6409064,https://www.redfin.com/FL/Celebration/930-Croton-Rd-34747/home/46572374,celebration,21804-city
928 Jasmine St,Celebration,FL,34747,1499000,5,4,3675,148,single_family,O6413055,https://www.redfin.com/FL/Celebration/928-Jasmine-St-34747/home/46521909,celebration,34747|21804-city
815 Spring Park Loop,Celebration,FL,34747,1700000,5,4.5,3519,294,single_family,O6383784,https://www.redfin.com/FL/Celebration/815-Spring-Park-Loop-34747/home/46572255,celebration,21804-city
906 Spring Park Loop,Celebration,FL,34747,1800000,5,4,4230,148,single_family,O6430602,https://www.redfin.com/FL/Celebration/906-Spring-Park-Loop-34747/for-sale/46572283,celebration,34747|21804-city
807 Oak Shadows Rd,Celebration,FL,34747,1949000,6,4.5,4446,148,single_family,O6421489,https://www.redfin.com/FL/Celebration/807-Oak-Shadows-Rd-34747/for-sale/46575741,celebration,34747|21804-city
234 Acadia Ter,Celebration,FL,34747,2790000,6,5.5,5320,12,single_family,TB8523009,https://www.redfin.com/FL/Celebration/234-Acadia-Ter-34747/home/46522397,celebration,34747|21804-city
706 Golfpark Dr,Celebration,FL,34747,4495000,4,3.5,5534,119,single_family,S5155178,https://www.redfin.com/FL/Celebration/706-Golfpark-Dr-34747/for-sale/46521973,celebration,34747|21804-city
